villageCode,villageName,parishCode
015-080-08-15-03,MBUNGA,015-080-08-15
015-080-08-16-01,BUNYAKALIJA UPPER,015-080-08-16
015-080-08-16-02,KAKUKA,015-080-08-16
015-080-08-16-03,KANONE,015-080-08-16
015-080-08-17-01,KATIRI HILLS,015-080-08-17
015-080-08-17-03,NYAKAZINGA,015-080-08-17
015-080-08-17-04,BURAMA,015-080-08-17
015-080-09-33-01,NYAKASOJO UPPER,015-080-09-33
015-080-09-33-02,KYAMUKOKA I,015-080-09-33
015-080-09-33-03,NYAKABINGO,015-080-09-33
015-080-09-33-04,KYAMUKOKA II,015-080-09-33
015-080-09-33-05,KANYATSI,015-080-09-33
015-080-09-38-01,KYAMINYOKU,015-080-09-38
015-080-09-38-02,MAGHANDO,015-080-09-38
015-080-09-38-03,MUSISYO,015-080-09-38
015-080-09-38-05,KYAPA B,015-080-09-38
015-080-09-41-01,BULINDA,015-080-09-41
015-080-09-41-02,KIBALYA I,015-080-09-41
015-080-09-41-03,KIBALYA II,015-080-09-41
015-080-09-41-04,KISESERO,015-080-09-41
015-080-09-42-01,KASINDI,015-080-09-42
015-080-09-42-02,KATHOMA B,015-080-09-42
015-080-09-42-03,KYAMBOGHO,015-080-09-42
015-080-09-43-01,BUKARARA,015-080-09-43
015-080-09-43-02,BUKUMBIA,015-080-09-43
015-080-09-43-03,KABUKERO II,015-080-09-43
015-080-10-27-01,KIGABO,015-080-10-27
015-080-10-27-02,KAHENDERO I,015-080-10-27
015-080-10-27-03,KAHENDERO II,015-080-10-27
015-080-10-29-01,KAYENJE,015-080-10-29
015-080-10-29-02,MUHOKYA CENTRAL,015-080-10-29
015-080-10-29-03,RUTOOKE,015-080-10-29
015-080-10-45-01,KISONGORA,015-080-10-45
015-080-10-45-02,BUSAMBU,015-080-10-45
015-080-10-45-03,KINYABINDI,015-080-10-45
015-080-10-46-01,BWENANULE,015-080-10-46
015-080-10-46-02,KINYABAKAZI,015-080-10-46
015-080-10-46-03,KAHENDERO STATION,015-080-10-46
015-080-10-46-04,LYEMIBUZA,015-080-10-46
015-080-10-47-01,KASAMBYA,015-080-10-47
015-080-10-47-02,MUTUKURA,015-080-10-47
015-080-10-47-03,KISENYI,015-080-10-47
015-229-01-01-01,KATONZI,015-229-01-01
015-229-01-01-04,NYAKASOJO LOWER,015-229-01-01
015-229-01-12-01,MASULE A,015-229-01-12
015-229-01-12-02,MASULE B,015-229-01-12
015-229-01-12-05,KYANJUKI,015-229-01-12
015-229-01-13-01,BULEMBIA,015-229-01-13
015-229-01-13-02,KANYARUBOGHA,015-229-01-13
015-229-01-13-03,KATIRI,015-229-01-13
015-229-01-16-01,NAMUHUGA N. EAST,015-229-01-16
015-229-01-16-02,NAMUHUGA N. WEST,015-229-01-16
015-229-01-16-03,NAMUHUGA SOUTH,015-229-01-16
015-229-01-16-04,ROAD-BARRIER,015-229-01-16
015-229-02-02-02,RAILWAY,015-229-02-02
015-229-02-02-04,KIKONZO,015-229-02-02
015-229-02-02-05,KIDODO,015-229-02-02
015-229-02-03-01,KAHOKYA,015-229-02-03
015-229-02-03-03,KIREMBE,015-229-02-03
015-229-02-05-03,LOWER BASE CAMP,015-229-02-05
015-229-02-05-04,UPPER BASE CAMP,015-229-02-05
015-229-02-06-01,KAMAIBA LOWER CENTRAL,015-229-02-06
015-229-02-06-02,KAMAIBA MAIN,015-229-02-06
015-229-02-06-03,KAMAIBA UPPER CENTRAL,015-229-02-06
015-229-02-06-04,KILEMBE QUARTERS,015-229-02-06
015-229-02-08-01,KATADOBA,015-229-02-08
015-229-02-08-02,KYAMINYOKU,015-229-02-08
015-229-02-08-03,KYANZUKI,015-229-02-08
015-229-02-11-01,NYAKATONZI,015-229-02-11
015-229-02-11-03,TOWN CENTRE,015-229-02-11
015-229-03-04-04,KIHARA,015-229-03-04
015-229-03-04-07,MISIKA II,015-229-03-04
015-229-03-07-01,KAMULIKWIZI,015-229-03-07
015-229-03-07-02,KANYANGEYA,015-229-03-07
015-229-03-07-03,SALUTI A,015-229-03-07
015-229-03-07-04,SALUTI B,015-229-03-07
015-229-03-09-01,KISAGAZI,015-229-03-09
015-229-03-09-02,KIZUNGU,015-229-03-09
015-229-03-09-05,UMOJA,015-229-03-09
015-229-03-10-01,KITORO,015-229-03-10
015-229-03-10-02,MUMBUZI,015-229-03-10
015-229-03-10-03,NYAMWAMBA EAST,015-229-03-10
015-229-03-10-04,NYAMWAMBA WEST,015-229-03-10
015-229-03-34-01,KIGORO II,015-229-03-34
015-229-03-34-02,KIHARA ROAD,015-229-03-34
015-229-03-34-03,KOGERE,015-229-03-34
015-229-03-34-04,MWARO,015-229-03-34
015-229-03-34-05,RUKOOKI,015-229-03-34
015-229-03-34-06,KEMIHOKO II,015-229-03-34
015-229-03-35-01,KIZUNGU,015-229-03-35
015-229-03-35-02,KYONDO,015-229-03-35
015-229-03-35-03,PHASE IA,015-229-03-35
015-229-03-35-04,PHASE IB,015-229-03-35
015-229-03-35-05,PHASE II,015-229-03-35
015-229-03-35-06,SEBWE,015-229-03-35
015-229-03-37-01,KISANGA 'A',015-229-03-37
015-229-03-37-02,KISANGA 'B',015-229-03-37
015-229-03-38-01,NYAKASANGA UPPER,015-229-03-38
015-229-03-38-02,NYAKASANGA WEST,015-229-03-38
015-229-03-38-03,NYAKASANGA LOWER,015-229-03-38
046-053-01-03-04,KIBOGO,046-053-01-03
046-053-01-03-05,NYAKAHAMA,046-053-01-03
046-053-01-03-08,BUSINGE,046-053-01-03
046-053-01-04-01,KABUGA TRADING CENTRE,046-053-01-04
046-053-01-04-02,KABUGA A,046-053-01-04
046-053-01-04-03,KABUGA B,046-053-01-04
046-053-01-15-02,KAKINGA,046-053-01-15
046-053-01-15-06,NYAKISHENYI,046-053-01-15
046-053-01-16-03,KAROKARUNGI,046-053-01-16
046-053-01-16-07,BUHUMURIRO,046-053-01-16
046-053-02-08-01,KAGADA I,046-053-02-08
046-053-02-08-02,KAGADA II,046-053-02-08
046-053-02-08-03,KAHUNGE I,046-053-02-08
046-053-02-08-04,KAKINDO,046-053-02-08
046-053-02-08-05,KASOJO,046-053-02-08
046-053-02-08-06,MIYORA I,046-053-02-08
046-053-02-08-07,MIYORA II,046-053-02-08
046-053-02-08-08,NYABUGANDO,046-053-02-08
046-053-02-08-09,RWEBIKWATO I,046-053-02-08
046-053-02-08-10,RWEBIKWATO II,046-053-02-08
046-053-02-08-11,RWEBIKWATO III (A),046-053-02-08
046-053-02-08-12,RWEBIKWATO III (B),046-053-02-08
046-053-02-08-13,KAJUJUMA,046-053-02-08
046-053-02-08-14,KICUNGIRO,046-053-02-08
046-053-02-08-15,KIYAGARA,046-053-02-08
046-053-02-10-01,KABOSYA,046-053-02-10
046-053-02-10-03,KINONI I,046-053-02-10
046-053-02-10-04,KINONI II,046-053-02-10
046-053-02-10-05,MPANGA I,046-053-02-10
046-053-02-10-06,MPANGA II,046-053-02-10
046-053-02-10-07,MPANGA III,046-053-02-10
046-053-02-10-10,RUGANDO,046-053-02-10
046-053-02-10-11,BUKA I,046-053-02-10
046-053-02-10-12,BUKA II,046-053-02-10
046-053-02-10-13,NYAMISHEKYE,046-053-02-10
046-053-02-41-01,KAMWOKYA,046-053-02-41
046-053-02-41-02,KARAMBI,046-053-02-41
046-053-02-41-03,BUSINGE,046-053-02-41
046-053-02-41-04,NYANZA,046-053-02-41
046-053-02-41-05,MIREMBE,046-053-02-41
046-053-02-41-08,NYAKAHAMA I,046-053-02-41
046-053-02-41-09,NYAKAHAMA II,046-053-02-41
046-053-03-12-01,IZINGA,046-053-03-12
046-053-03-12-02,MASAKA II,046-053-03-12
046-053-03-12-03,NYABITUSI I,046-053-03-12
046-053-03-12-04,NYABITUSI II,046-053-03-12
046-053-03-12-05,NYANCWAMBA II,046-053-03-12
046-053-03-12-06,RUKOKO II,046-053-03-12
046-053-03-13-01,GANYENDA I,046-053-03-13
046-053-03-13-02,GANYENDA II,046-053-03-13
046-053-03-13-03,KINONI I,046-053-03-13
046-053-03-13-04,KINONI II,046-053-03-13
046-053-03-13-05,RWENGOBE,046-053-03-13
046-053-03-17-01,BUTEMBA I,046-053-03-17
046-053-03-17-02,BUTEMBA II,046-053-03-17
046-053-03-17-03,KIZIBA I,046-053-03-17
046-053-03-17-04,KIZIBA II,046-053-03-17
046-053-03-17-05,KIZIBA III,046-053-03-17
046-053-03-17-06,OMWIBALE,046-053-03-17
046-053-03-17-07,RUKOKO I,046-053-03-17
046-053-03-17-08,RUSHOROZA,046-053-03-17
046-053-03-18-01,KABINGO I,046-053-03-18
046-053-03-18-02,KABINGO III,046-053-03-18
046-053-03-18-03,KITEHURIZI,046-053-03-18
046-053-03-18-04,KYABANDARA I,046-053-03-18
046-053-03-18-05,KYABANDARA II,046-053-03-18
046-053-03-19-02,KASOGA I,046-053-03-19
046-053-03-19-03,KASOGA II,046-053-03-19
046-053-03-19-04,NKONGORO,046-053-03-19
046-053-03-19-05,RUGARAMA,046-053-03-19
046-053-03-19-06,RWENTUHA,046-053-03-19
046-053-03-19-07,MWETORORO,046-053-03-19
046-053-03-19-08,NYAKARAMBI,046-053-03-19
046-053-04-09-02,KATOMA,046-053-04-09
046-053-04-09-03,KYAKANUNI I,046-053-04-09
046-053-04-09-05,KYAKANYEMERA,046-053-04-09
046-053-04-09-07,NYABWINA,046-053-04-09
046-053-04-09-08,MUKAGORO,046-053-04-09
046-053-04-09-14,KYAMAKOBA,046-053-04-09
046-053-04-23-01,BYABASAMBU,046-053-04-23
046-053-04-23-06,KYERIMA I,046-053-04-23
046-053-04-23-09,RUKUNYU,046-053-04-23
046-053-04-23-15,KYERIMA II,046-053-04-23
046-053-04-23-17,RWENDONGO,046-053-04-23
046-053-04-24-04,KYAKANUNI II,046-053-04-24
046-053-04-24-10,RWEMPIKI I,046-053-04-24
046-053-04-24-11,RWEMPIKI II,046-053-04-24
046-053-04-24-12,RWENGORO III,046-053-04-24
046-053-04-24-13,BUSINGE,046-053-04-24
046-053-04-24-16,RWEMPIKI III,046-053-04-24
046-053-05-27-01,KABURISOKE (K),046-053-05-27
046-053-05-27-02,KABURISOKE I,046-053-05-27
046-053-05-27-03,KABURISOKE II,046-053-05-27
046-053-05-27-06,KAYEMBE,046-053-05-27
046-053-05-27-07,NSORORA,046-053-05-27
046-053-05-28-01,GARIRAYA,046-053-05-28
046-053-05-28-02,KAMWENGE TOWN CENTRE,046-053-05-28
046-053-05-28-03,KAMWENGE VILLAGE,046-053-05-28
046-053-05-28-04,KANKARARA,046-053-05-28
046-053-05-28-05,KARITUSI,046-053-05-28
046-053-05-28-06,KARAMBI,046-053-05-28
046-053-05-29-01,KYABYOOMA,046-053-05-29
046-053-05-29-02,KIGORO,046-053-05-29
046-053-05-29-03,KAKINGA I,046-053-05-29
046-053-05-29-04,KITONZI,046-053-05-29
046-053-05-29-05,BUKONDERWA,046-053-05-29
046-053-05-29-06,MUSHIJA-MUKURU,046-053-05-29
046-053-05-40-01,KABINGO II,046-053-05-40
046-053-05-40-02,KABINGO I,046-053-05-40
046-053-05-40-06,MASAKA I,046-053-05-40
046-053-05-40-07,NYAKABUNGO,046-053-05-40
046-053-05-40-08,NYANCWAMBA I,046-053-05-40
046-053-05-43-01,MUBUSHENYI,046-053-05-43
046-053-05-43-04,KANYEGARAMIRE,046-053-05-43
046-053-05-43-06,RWEMIRAMA II,046-053-05-43
046-053-05-43-07,RWEMIRAMA I,046-053-05-43
046-053-06-06-01,BUSABURA,046-053-06-06
046-053-06-06-02,BUSIRIBA,046-053-06-06
046-053-06-06-03,ISINGOTI,046-053-06-06
046-053-06-06-08,KIHUNGA,046-053-06-06
046-053-06-06-11,KYAKATOOMA,046-053-06-06
046-053-06-06-12,MUKYIRARA,046-053-06-06
046-053-06-06-13,MURUGANDO,046-053-06-06
046-053-06-07-01,BUNOGA A,046-053-06-07
046-053-06-07-02,BUNOGA B,046-053-06-07
046-053-06-07-06,KAROKARUNGI,046-053-06-07
046-053-06-07-08,KORORO,046-053-06-07
046-053-06-07-09,KYAKAITIRIMA,046-053-06-07
046-053-06-07-10,MIKINDO,046-053-06-07
046-053-06-07-11,NATHALETH,046-053-06-07
046-053-06-07-12,NYABURAMA,046-053-06-07
046-053-06-07-14,RWANJARE,046-053-06-07
046-053-06-26-01,BUREMBO,046-053-06-26
046-053-06-26-02,BUSINGE,046-053-06-26
046-053-06-26-03,IRUBATA I,046-053-06-26
046-053-06-26-04,IRUBATA II,046-053-06-26
046-053-06-26-06,KYAKARAFA I,046-053-06-26
046-053-06-26-07,KYAKARAFA II,046-053-06-26
046-053-06-34-04,KAIRUMBA,046-053-06-34
046-053-06-34-05,KAMARERE,046-053-06-34
046-053-06-34-06,KYENKUBA,046-053-06-34
046-053-06-34-09,KIPUUCU,046-053-06-34
046-053-06-34-10,KITWE,046-053-06-34
046-053-06-36-03,BWAKARA,046-053-06-36
046-053-06-36-04,KABIGYEMIRE,046-053-06-36
046-053-06-36-05,KANIMI,046-053-06-36
046-053-06-36-07,KOBURUNGI,046-053-06-36
046-053-06-36-13,NYAMIRIBIKO,046-053-06-36
046-053-07-14-01,BWERA,046-053-07-14
046-053-07-14-02,KABAMBIRO,046-053-07-14
046-053-07-14-03,BUTANDA,046-053-07-14
046-053-07-14-04,RUTOOMA,046-053-07-14
046-053-07-14-05,MPANGA,046-053-07-14
046-053-07-14-06,NYARURAMBI,046-053-07-14
046-053-07-14-09,RUSHANGO I,046-053-07-14
046-053-07-20-01,BURENGE,046-053-07-20
046-053-07-20-03,KAGOROGORO,046-053-07-20
046-053-07-20-04,KENGOMA I,046-053-07-20
046-053-07-20-05,KENGOMA II,046-053-07-20
046-053-07-20-06,KENGOMA III,046-053-07-20
046-053-07-20-11,NYAMASHEGWA I,046-053-07-20
046-053-07-20-12,NYAMASHEGWA II,046-053-07-20
046-053-07-20-14,IREMERA,046-053-07-20
046-053-07-31-01,MUKONO,046-053-07-31
046-053-07-31-02,WAMBAYE,046-053-07-31
046-053-07-31-03,KABAMBIRO II,046-053-07-31
046-053-07-31-04,KACWAMAHEMBE,046-053-07-31
046-053-07-31-05,IRUHURA,046-053-07-31
046-053-07-31-07,RUGARAMA I,046-053-07-31
046-053-07-31-08,RUGARAMA II,046-053-07-31
046-053-07-31-10,RUSHANGO II,046-053-07-31
046-053-07-37-02,BUTUSI,046-053-07-37
046-053-07-37-06,KEBISINGO I,046-053-07-37
046-053-07-37-07,KEBISINGO II,046-053-07-37
046-053-07-37-08,KEBISINGO III,046-053-07-37
046-053-07-37-09,KEBISINGO IV,046-053-07-37
046-053-07-37-10,KEBISINGO V,046-053-07-37
046-053-07-37-11,MPANGA,046-053-07-37
046-053-07-37-13,RUTEETE,046-053-07-37
046-053-08-05-01,BIGODI,046-053-08-05
046-053-08-05-03,BUSIMBA,046-053-08-05
046-053-08-05-06,KYABARYATIKA,046-053-08-05
046-053-08-05-10,NKINGO,046-053-08-05
046-053-08-21-05,KYABAKWERERE,046-053-08-21
046-053-08-21-07,KIHOIMA,046-053-08-21
046-053-08-22-09,MAHANGO,046-053-08-22
046-053-08-22-12,NYABUBALE,046-053-08-22
046-053-08-30-04,KACHWAMAKAITO,046-053-08-30
046-053-08-30-07,KYAKAGUNGA,046-053-08-30
046-053-08-30-08,MABONO,046-053-08-30
046-053-08-30-11,NYABIHARA,046-053-08-30
046-053-08-30-12,BUJONGOBE,046-053-08-30
046-053-08-30-13,RWENGOBE,046-053-08-30
046-053-10-01-07,KIHURA I,046-053-10-01
046-053-10-01-08,KIHURA II,046-053-10-01
046-053-10-01-19,RWENKUBA II,046-053-10-01
046-053-10-01-20,KABWESANA,046-053-10-01
046-053-10-02-09,KIZIBA I,046-053-10-02
046-053-10-02-10,KYAKAGYEYO,046-053-10-02
046-053-10-02-14,NKARAKARA,046-053-10-02
046-053-10-02-15,RUBABA I,046-053-10-02
046-053-10-02-16,RUBABA II,046-053-10-02
046-053-10-02-21,KIZIBA II,046-053-10-02
046-053-10-11-04,BYABASITA,046-053-10-11
046-053-10-11-05,KANYAMUTWE I,046-053-10-11
046-053-10-11-06,KANYAMUTWE II,046-053-10-11
046-053-10-11-11,LYAMUGONERA,046-053-10-11
046-053-10-11-18,RWENKUBA I,046-053-10-11
046-053-10-42-01,BIGAGA I,046-053-10-42
046-053-10-42-02,BIGAGA II,046-053-10-42
046-053-10-42-03,BUNYONYI I,046-053-10-42
046-053-10-42-04,BUNYONYI II,046-053-10-42
046-053-10-42-12,NGEZA I,046-053-10-42
046-053-10-42-17,RUGONJO,046-053-10-42
046-262-01-02-01,BUTIMBA,046-262-01-02
046-262-01-02-02,KYENDIHARWE,046-262-01-02
046-262-01-02-03,MUKIGEIGA,046-262-01-02
046-262-01-02-04,KAROKARUNGI,046-262-01-02
046-262-01-02-05,RWAKITURA,046-262-01-02
046-262-01-02-06,KAGOYIGOYI,046-262-01-02
046-262-01-02-12,RUBONA,046-262-01-02
046-262-01-02-13,RUTABO I,046-262-01-02
046-262-01-02-14,RUTABO II,046-262-01-02
046-262-01-02-15,BWIZI,046-262-01-02
046-262-01-02-20,OMUKAYEMBE,046-262-01-02
046-262-01-29-01,KANYINYA,046-262-01-29
046-262-01-29-02,KITWEKYANKOKO,046-262-01-29
046-262-01-29-03,KYAKABEEBE,046-262-01-29
046-262-01-29-04,OMUKIGAHE,046-262-01-29
046-262-01-29-05,KABARUNGI,046-262-01-29
046-262-01-29-07,KAMUSENENE,046-262-01-29
046-262-01-29-11,NYABWINA,046-262-01-29
046-262-01-30-01,KABAKUTA,046-262-01-30
046-262-01-30-02,KINIMBA,046-262-01-30
046-262-01-30-03,NKONI CENTRAL,046-262-01-30
046-262-01-30-04,KABARANGA,046-262-01-30
046-262-01-30-07,NYABUSHOZI I,046-262-01-30
046-262-01-30-08,NYABUSHOZI,046-262-01-30
046-262-01-30-09,NKONI I,046-262-01-30
046-262-01-30-10,NKONI II,046-262-01-30
046-262-02-05-02,BULEGEYA I,046-262-02-05
046-262-02-05-13,BULEGEYA II,046-262-02-05
046-262-02-05-16,NTUNTU I,046-262-02-05
046-262-02-05-17,NTUNTU II,046-262-02-05
046-262-02-06-03,DAMASIKO,046-262-02-06
046-262-02-06-05,KINYONZA,046-262-02-06
046-262-02-06-11,NYAMUCWA,046-262-02-06
046-262-02-06-12,RWENCWERA,046-262-02-06
046-262-02-07-01,BUGUTA,046-262-02-07
046-262-02-07-07,MAHANI I,046-262-02-07
046-262-02-07-08,MAHANI II,046-262-02-07
046-262-02-07-17,RWEMBURARA,046-262-02-07
046-262-02-08-04,KATALYEBA,046-262-02-08
046-262-02-08-08,MUTWE,046-262-02-08
046-262-02-08-09,NKOMA,046-262-02-08
046-262-03-01-01,BIGULI,046-262-03-01
046-262-03-01-04,BUHUMURIRO,046-262-03-01
046-262-03-01-05,BUSINGYE,046-262-03-01
046-262-03-01-07,KABALE,046-262-03-01
046-262-03-01-11,KEISHUNGA,046-262-03-01
046-262-03-01-13,KIRINDA,046-262-03-01
046-262-03-09-01,BITOJO I,046-262-03-09
046-262-03-09-02,BITOJO II,046-262-03-09
046-262-03-09-03,BYANTUMO I,046-262-03-09
046-262-03-09-04,BYANTUMO II,046-262-03-09
046-262-03-09-05,KARURUMA,046-262-03-09
046-262-03-09-06,NYABUBALE I,046-262-03-09
046-262-03-09-07,NYABUBALE II,046-262-03-09
046-262-03-09-08,BAMUGAYA,046-262-03-09
046-262-03-10-01,KAROKARUNGI,046-262-03-10
046-262-03-10-02,RWEBISHAHI I,046-262-03-10
046-262-03-10-03,RWEBISHAHI II,046-262-03-10
046-262-03-10-04,RWENGOMA,046-262-03-10
046-262-04-22-02,BISOZI,046-262-04-22
046-262-04-22-03,BWITANKANJA I,046-262-04-22
046-262-04-22-04,BWITANKANJA II,046-262-04-22
046-262-04-22-06,KAKUMBU,046-262-04-22
046-262-04-22-07,KANTEMBWE I,046-262-04-22
046-262-04-22-08,KANTEMBWE II,046-262-04-22
046-262-04-22-09,KIBWERA,046-262-04-22
046-262-04-22-10,LYAMUGYENYI,046-262-04-22
046-262-04-22-11,MUKOLE I,046-262-04-22
046-262-04-22-12,RWAMANYONYI,046-262-04-22
046-262-04-22-13,MUKOLE II,046-262-04-22
046-262-04-22-15,KAJWAMUSHANA,046-262-04-22
046-262-04-24-01,BUSINGYE,046-262-04-24
046-262-04-24-04,KABUGA II,046-262-04-24
046-262-04-24-05,KAHARA,046-262-04-24
046-262-04-24-07,MABALE I,046-262-04-24
046-262-04-24-10,MPANGA,046-262-04-24
046-262-04-24-11,KYAMUHAMIRA,046-262-04-24
046-262-04-24-12,RWEMBIRIZI,046-262-04-24
046-262-04-24-13,KAROKARUNGI,046-262-04-24
046-262-04-32-01,BIGORO,046-262-04-32
046-262-04-32-02,KABEREBERE,046-262-04-32
046-262-04-32-04,KITONZI,046-262-04-32
046-262-04-32-05,KAKINGA I,046-262-04-32
046-262-04-32-08,NGARAMA,046-262-04-32
046-262-04-32-09,RUSHENYI,046-262-04-32
046-262-04-38-01,NAMIREMBE,046-262-04-38
046-262-04-38-02,ISONOSYA,046-262-04-38
046-262-04-38-03,KABUGA I,046-262-04-38
046-262-04-38-06,KIDUNDUMA,046-262-04-38
046-262-04-38-08,MABALE II,046-262-04-38
046-262-04-38-09,MIKAMBA,046-262-04-38
046-262-05-11-01,KAZINGA,046-262-05-11
046-262-05-11-02,RWAMATO,046-262-05-11
046-262-05-11-03,KAKINGA,046-262-05-11
046-262-05-12-01,KANYONZA I,046-262-05-12
046-262-05-12-02,LYAKAHUNGU,046-262-05-12
046-262-05-12-03,NYEITANGA,046-262-05-12
046-262-05-13-01,KYEHABURE,046-262-05-13
046-262-05-13-06,KANYONZA II,046-262-05-13
046-262-05-14-01,KASOZI II,046-262-05-14
046-262-05-14-02,KASOZI I,046-262-05-14
046-262-05-14-03,KOLOLO,046-262-05-14
046-262-05-15-01,KASHENYI,046-262-05-15
046-262-05-15-03,KITONZI,046-262-05-15
046-262-05-17-02,KYAMWERA,046-262-05-17
046-262-05-17-04,RWOMURIRO,046-262-05-17
046-262-06-04-01,KANYEGARAMIRE,046-262-06-04
046-262-06-04-02,OMUBWERA,046-262-06-04
046-262-06-04-03,KYABIJAJARI,046-262-06-04
046-262-06-04-10,NTONWA,046-262-06-04
046-262-06-04-11,NTONWA I,046-262-06-04
046-262-06-04-14,NYAMUSHWIGA I,046-262-06-04
046-262-06-04-15,OMUBIHWA I,046-262-06-04
046-262-06-04-16,OMUBIHWA II,046-262-06-04
046-262-06-18-01,BUSINGYE,046-262-06-18
046-262-06-18-02,BUHUMURIRO,046-262-06-18
046-262-06-18-03,NYAKABUNGO,046-262-06-18
046-262-06-18-05,KIRAMA,046-262-06-18
046-262-06-19-01,HUMURA,046-262-06-19
046-262-06-19-02,BUREMBO,046-262-06-19
046-262-06-19-03,KASORORA,046-262-06-19
046-262-06-19-04,NYABIRUNGI,046-262-06-19
046-262-06-19-05,TWEHEYO,046-262-06-19
046-262-06-19-12,NYAMABALE,046-262-06-19
046-262-06-19-18,KASHENYI,046-262-06-19
046-262-06-20-01,BINAMBO,046-262-06-20
046-262-06-20-02,LYAMPANGA,046-262-06-20
046-262-06-20-03,KIBOOTA,046-262-06-20
046-262-06-20-04,KYABATENGA,046-262-06-20
046-262-06-20-05,NYAKEERA,046-262-06-20
046-262-06-20-16,RUBAZI,046-262-06-20
046-262-06-26-05,KIKIRI,046-262-06-26
046-262-06-26-06,KIKIRI I,046-262-06-26
046-262-06-26-19,NYAMUSHWIGA II,046-262-06-26
046-262-06-26-20,NYAMUSHWIGA III,046-262-06-26
046-262-06-27-01,MBARARA,046-262-06-27
046-262-06-27-02,OMUKAKONA,046-262-06-27
046-262-06-27-03,NYAKASHENYI,046-262-06-27
046-262-06-27-08,RUTOOMA,046-262-06-27
046-262-06-27-09,MASANGI,046-262-06-27
046-262-06-28-02,KALIZA,046-262-06-28
046-262-06-28-03,KASWIGA,046-262-06-28
046-262-06-28-04,KIGANDO,046-262-06-28
046-262-06-28-05,RUKUNYU,046-262-06-28
046-262-06-28-08,MUHUNGA,046-262-06-28
046-262-06-28-09,MUHUNGA I,046-262-06-28
046-262-06-28-17,RUGORORA,046-262-06-28
046-262-06-28-18,RUGORORA I,046-262-06-28
046-262-06-39-01,BYENGOMA,046-262-06-39
046-262-06-39-02,RWENGWE,046-262-06-39
046-262-06-39-06,KYAKAITABA,046-262-06-39
046-262-06-39-07,KYEHEMBA,046-262-06-39
046-262-06-39-11,NYABUBALE,046-262-06-39
046-262-06-39-13,NYABURAMA,046-262-06-39
046-262-07-33-01,BUBARE-BWERA I,046-262-07-33
046-262-07-33-02,BUBARE-BWERA II,046-262-07-33
046-262-07-33-03,KANYEGANYEGYE,046-262-07-33
046-262-07-33-05,OBURAMA,046-262-07-33
046-262-07-33-08,KABUYE A,046-262-07-33
046-262-07-33-09,KABUYE B,046-262-07-33
046-262-07-40-01,KASHOZI,046-262-07-40
046-262-07-40-02,BISHAYUMBE,046-262-07-40
046-262-07-40-03,KARAHAIRWE,046-262-07-40
046-262-07-40-10,KAGATI I,046-262-07-40
046-262-07-40-11,KAGATI II,046-262-07-40
046-262-07-40-14,MUKUKURU I,046-262-07-40
046-262-07-40-15,MUKUKURU II,046-262-07-40
046-262-07-40-16,MUKUKURU III,046-262-07-40
046-262-07-41-03,MURAGYI B,046-262-07-41
046-262-07-41-04,NYAKATOKYE,046-262-07-41
046-262-07-41-09,KAGASHA I,046-262-07-41
046-262-07-41-10,KAGASHA II,046-262-07-41
046-262-07-41-16,MURAGYI A,046-262-07-41
046-262-07-41-17,MUTAAMA I,046-262-07-41
046-262-07-41-18,MUTAAMA II,046-262-07-41
046-262-08-03-01,BUHUMURIRO,046-262-08-03
046-262-08-03-02,NYAKASOZI,046-262-08-03
046-262-08-03-04,BUTANDA I,046-262-08-03
046-262-08-03-05,BUTANDA II,046-262-08-03
046-262-08-03-08,MALERE,046-262-08-03
046-262-08-03-09,NYAKABUNGO I,046-262-08-03
046-262-08-03-10,NYAKABUNGO II,046-262-08-03
046-262-08-35-01,BWERENYANGI I,046-262-08-35
046-262-08-35-04,KAROKARUNGI,046-262-08-35
046-262-08-35-06,BUSIMIRO,046-262-08-35
046-262-08-35-08,KANYOMYO I,046-262-08-35
046-262-08-35-09,KANYOMYO II,046-262-08-35
046-262-08-35-10,NYAKATOMA,046-262-08-35
046-262-08-35-11,SOWETO A,046-262-08-35
046-262-08-35-12,KAMPALA A,046-262-08-35
046-262-08-35-13,KAMPALA B,046-262-08-35
046-262-08-35-14,SOWETO B,046-262-08-35
046-262-08-35-15,MUNYUMA A,046-262-08-35
046-262-08-35-16,BWERENYANGI II,046-262-08-35
046-262-08-42-01,BENGA B,046-262-08-42
046-262-08-42-02,BENGA CENTRAL,046-262-08-42
046-262-08-42-03,BUTAMBA,046-262-08-42
046-262-08-42-04,BUTAMBA II,046-262-08-42
046-262-08-42-05,KAGORORA A,046-262-08-42
046-262-08-42-06,KANYEGARAMIRE,046-262-08-42
046-262-08-42-07,LYAKATAMA,046-262-08-42
046-262-08-42-12,KAGORORA B,046-262-08-42
046-262-08-43-01,KABALE,046-262-08-43
046-262-08-43-02,KAKINDO A,046-262-08-43
046-262-08-43-03,IBUGA,046-262-08-43
046-262-08-43-04,KAKINDO B,046-262-08-43
046-262-08-43-05,RWAKASIRABO I,046-262-08-43
046-262-08-43-06,RWAKASIRABO II,046-262-08-43
046-262-08-43-07,MUNYUMA B,046-262-08-43
046-262-09-21-01,BIHANGA I,046-262-09-21
046-262-09-21-02,BIHANGA II,046-262-09-21
046-262-09-21-04,KANARA I,046-262-09-21
046-262-09-21-08,KANARA II,046-262-09-21
046-262-09-23-01,BUTERANIRO,046-262-09-23
